id,Name,Height(m),Weight{kg},HP,Attack,Defense,Sp.Atk,Sp.Def,Speed,Type_1,Type_2,Is_Legendary,Is_Mythical,Egg_Group_1,Egg_Group_2,Generation,Capture_Rate,Base_Happiness,Is_Baby,Egg_Cycles,Past_Type,Is_Pseudo_Legendary,Total_Stats
646,Kyurem,3.0,325.0,125,130,90,130,90,95,Dragon,Ice,True,False,No-eggs,,Gen-5,3,0,False,120,,False,660
647,Keldeo-ordinary,1.4,48.5,91,72,90,129,90,108,Water,Fighting,False,True,No-eggs,,Gen-5,3,35,False,80,,False,580
648,Meloetta-aria,0.6,6.5,100,77,77,128,128,90,Normal,Psychic,False,True,No-eggs,,Gen-5,3,100,False,120,,True,600
649,Genesect,1.5,82.5,71,120,95,120,95,99,Bug,Steel,False,True,No-eggs,,Gen-5,3,0,False,120,,True,600
650,Chespin,0.4,9.0,56,61,65,48,45,38,Grass,,False,False,Ground,,Gen-6,45,70,False,20,,False,313
651,Quilladin,0.7,29.0,61,78,95,56,58,57,Grass,,False,False,Ground,,Gen-6,45,70,False,20,,False,405
652,Chesnaught,1.6,90.0,88,107,122,74,75,64,Grass,Fighting,False,False,Ground,,Gen-6,45,70,False,20,,False,530
653,Fennekin,0.4,9.4,40,45,40,62,60,60,Fire,,False,False,Ground,,Gen-6,45,70,False,20,,False,307
654,Braixen,1.0,14.5,59,59,58,90,70,73,Fire,,False,False,Ground,,Gen-6,45,70,False,20,,False,409
655,Delphox,1.5,39.0,75,69,72,114,100,104,Fire,Psychic,False,False,Ground,,Gen-6,45,70,False,20,,False,534
656,Froakie,0.3,7.0,41,56,40,62,44,71,Water,,False,False,Water1,,Gen-6,45,70,False,20,,False,314
657,Frogadier,0.6,10.9,54,63,52,83,56,97,Water,,False,False,Water1,,Gen-6,45,70,False,20,,False,405
658,Greninja,1.5,40.0,72,95,67,103,71,122,Water,Dark,False,False,Water1,,Gen-6,45,70,False,20,,False,530
659,Bunnelby,0.4,5.0,38,36,38,32,36,57,Normal,,False,False,Ground,,Gen-6,255,70,False,15,,False,237
660,Diggersby,1.0,42.4,85,56,77,50,77,78,Normal,Ground,False,False,Ground,,Gen-6,127,70,False,15,,False,423
661,Fletchling,0.3,1.7,45,50,43,40,38,62,Normal,Flying,False,False,Flying,,Gen-6,255,70,False,15,,False,278
662,Fletchinder,0.7,16.0,62,73,55,56,52,84,Fire,Flying,False,False,Flying,,Gen-6,120,70,False,15,,False,382
663,Talonflame,1.2,24.5,78,81,71,74,69,126,Fire,Flying,False,False,Flying,,Gen-6,45,70,False,15,,False,499
664,Scatterbug,0.3,2.5,38,35,40,27,25,35,Bug,,False,False,Bug,,Gen-6,255,70,False,15,,False,200
665,Spewpa,0.3,8.4,45,22,60,27,30,29,Bug,,False,False,Bug,,Gen-6,120,70,False,15,,False,213
666,Vivillon,1.2,17.0,80,52,50,90,50,89,Bug,Flying,False,False,Bug,,Gen-6,45,70,False,15,,False,411
667,Litleo,0.6,13.5,62,50,58,73,54,72,Fire,Normal,False,False,Ground,,Gen-6,220,70,False,20,,False,369
668,Pyroar,1.5,81.5,86,68,72,109,66,106,Fire,Normal,False,False,Ground,,Gen-6,65,70,False,20,,False,507
669,Flabebe,0.1,0.1,44,38,39,61,79,42,Fairy,,False,False,Fairy,,Gen-6,225,70,False,20,,False,303
670,Floette,0.2,0.9,54,45,47,75,98,52,Fairy,,False,False,Fairy,,Gen-6,120,70,False,20,,False,371
671,Florges,1.1,10.0,78,65,68,112,154,75,Fairy,,False,False,Fairy,,Gen-6,45,70,False,20,,False,552
672,Skiddo,0.9,31.0,66,65,48,62,57,52,Grass,,False,False,Ground,,Gen-6,200,70,False,20,,False,350
673,Gogoat,1.7,91.0,123,100,62,97,81,68,Grass,,False,False,Ground,,Gen-6,45,70,False,20,,False,531
674,Pancham,0.6,8.0,67,82,62,46,48,43,Fighting,,False,False,Ground,Humanshape,Gen-6,220,70,False,25,,False,348
675,Pangoro,2.1,136.0,95,124,78,69,71,58,Fighting,Dark,False,False,Ground,Humanshape,Gen-6,65,70,False,25,,False,495
676,Furfrou,1.2,28.0,75,80,60,65,90,102,Normal,,False,False,Ground,,Gen-6,160,70,False,20,,False,472
677,Espurr,0.3,3.5,62,48,54,63,60,68,Psychic,,False,False,Ground,,Gen-6,190,70,False,20,,False,355
678,Meowstic-male,0.6,8.5,74,48,76,83,81,104,Psychic,,False,False,Ground,,Gen-6,75,70,False,20,,False,466
679,Honedge,0.8,2.0,45,80,100,35,37,28,Steel,Ghost,False,False,Mineral,,Gen-6,180,70,False,20,,False,325
680,Doublade,0.8,4.5,59,110,150,45,49,35,Steel,Ghost,False,False,Mineral,,Gen-6,90,70,False,20,,False,448
681,Aegislash-shield,1.7,53.0,60,50,140,50,140,60,Steel,Ghost,False,False,Mineral,,Gen-6,45,70,False,20,,False,500
682,Spritzee,0.2,0.5,78,52,60,63,65,23,Fairy,,False,False,Fairy,,Gen-6,200,70,False,20,,False,341
683,Aromatisse,0.8,15.5,101,72,72,99,89,29,Fairy,,False,False,Fairy,,Gen-6,140,70,False,20,,False,462
684,Swirlix,0.4,3.5,62,48,66,59,57,49,Fairy,,False,False,Fairy,,Gen-6,200,70,False,20,,False,341
685,Slurpuff,0.8,5.0,82,80,86,85,75,72,Fairy,,False,False,Fairy,,Gen-6,140,70,False,20,,False,480
686,Inkay,0.4,3.5,53,54,53,37,46,45,Dark,Psychic,False,False,Water1,Water2,Gen-6,190,70,False,20,,False,288
687,Malamar,1.5,47.0,86,92,88,68,75,73,Dark,Psychic,False,False,Water1,Water2,Gen-6,80,70,False,20,,False,482
688,Binacle,0.5,31.0,42,52,67,39,56,50,Rock,Water,False,False,Water3,,Gen-6,120,70,False,20,,False,306
689,Barbaracle,1.3,96.0,72,105,115,54,86,68,Rock,Water,False,False,Water3,,Gen-6,45,70,False,20,,False,500
690,Skrelp,0.5,7.3,50,60,60,60,60,30,Poison,Water,False,False,Water1,Dragon,Gen-6,225,70,False,20,,False,320
691,Dragalge,1.8,81.5,65,75,90,97,123,44,Poison,Dragon,False,False,Water1,Dragon,Gen-6,55,70,False,20,,False,494
692,Clauncher,0.5,8.3,50,53,62,58,63,44,Water,,False,False,Water1,Water3,Gen-6,225,70,False,15,,False,330
693,Clawitzer,1.3,35.3,71,73,88,120,89,59,Water,,False,False,Water1,Water3,Gen-6,55,70,False,15,,False,500
694,Helioptile,0.5,6.0,44,38,33,61,43,70,Electric,Normal,False,False,Monster,Dragon,Gen-6,190,70,False,20,,False,289
695,Heliolisk,1.0,21.0,62,55,52,109,94,109,Electric,Normal,False,False,Monster,Dragon,Gen-6,75,70,False,20,,False,481
696,Tyrunt,0.8,26.0,58,89,77,45,45,48,Rock,Dragon,False,False,Monster,Dragon,Gen-6,45,70,False,30,,False,362
697,Tyrantrum,2.5,270.0,82,121,119,69,59,71,Rock,Dragon,False,False,Monster,Dragon,Gen-6,45,70,False,30,,False,521
698,Amaura,1.3,25.2,77,59,50,67,63,46,Rock,Ice,False,False,Monster,,Gen-6,45,70,False,30,,False,362
699,Aurorus,2.7,225.0,123,77,72,99,92,58,Rock,Ice,False,False,Monster,,Gen-6,45,70,False,30,,False,521
700,Sylveon,1.0,23.5,95,65,65,110,130,60,Fairy,,False,False,Ground,,Gen-6,45,70,False,35,,False,525
701,Hawlucha,0.8,21.5,78,92,75,74,63,118,Fighting,Flying,False,False,Flying,Humanshape,Gen-6,100,70,False,20,,False,500
702,Dedenne,0.2,2.2,67,58,57,81,67,101,Electric,Fairy,False,False,Ground,Fairy,Gen-6,180,70,False,20,,False,431
703,Carbink,0.3,5.7,50,50,150,50,150,50,Rock,Fairy,False,False,Fairy,Mineral,Gen-6,60,70,False,25,,False,500
704,Goomy,0.3,2.8,45,50,35,55,75,40,Dragon,,False,False,Dragon,,Gen-6,45,35,False,40,,False,300
705,Sliggoo,0.8,17.5,68,75,53,83,113,60,Dragon,,False,False,Dragon,,Gen-6,45,35,False,40,,False,452
706,Goodra,2.0,150.5,90,100,70,110,150,80,Dragon,,False,False,Dragon,,Gen-6,45,35,False,40,,True,600
707,Klefki,0.2,3.0,57,80,91,80,87,75,Steel,Fairy,False,False,Mineral,,Gen-6,75,70,False,20,,False,470
708,Phantump,0.4,7.0,43,70,48,50,60,38,Ghost,Grass,False,False,Plant,Indeterminate,Gen-6,120,70,False,20,,False,309
709,Trevenant,1.5,71.0,85,110,76,65,82,56,Ghost,Grass,False,False,Plant,Indeterminate,Gen-6,60,70,False,20,,False,474
710,Pumpkaboo-average,0.4,5.0,49,66,70,44,55,51,Ghost,Grass,False,False,Indeterminate,,Gen-6,120,70,False,20,,False,335
711,Gourgeist-average,0.9,12.5,65,90,122,58,75,84,Ghost,Grass,False,False,Indeterminate,,Gen-6,60,70,False,20,,False,494
712,Bergmite,1.0,99.5,55,69,85,32,35,28,Ice,,False,False,Monster,Mineral,Gen-6,190,70,False,20,,False,304
713,Avalugg,2.0,505.0,95,117,184,44,46,28,Ice,,False,False,Monster,Mineral,Gen-6,55,70,False,20,,False,514
714,Noibat,0.5,8.0,40,30,35,45,40,55,Flying,Dragon,False,False,Flying,Dragon,Gen-6,190,70,False,20,,False,245
715,Noivern,1.5,85.0,85,70,80,97,80,123,Flying,Dragon,False,False,Flying,Dragon,Gen-6,45,70,False,20,,False,535
716,Xerneas,3.0,215.0,126,131,95,131,98,99,Fairy,,True,False,No-eggs,,Gen-6,45,0,False,120,,False,680
717,Yveltal,5.8,203.0,126,131,95,131,98,99,Dark,Flying,True,False,No-eggs,,Gen-6,45,0,False,120,,False,680
718,Zygarde-50,5.0,305.0,108,100,121,81,95,95,Dragon,Ground,True,False,No-eggs,,Gen-6,3,0,False,120,,True,600
719,Diancie,0.7,8.8,50,100,150,100,150,50,Rock,Fairy,False,True,No-eggs,,Gen-6,3,70,False,25,,True,600
720,Hoopa,0.5,9.0,80,110,60,150,130,70,Psychic,Ghost,False,True,No-eggs,,Gen-6,3,100,False,120,,True,600
721,Volcanion,1.7,195.0,80,110,120,130,90,70,Fire,Water,False,True,No-eggs,,Gen-6,3,100,False,120,,True,600
722,Rowlet,0.3,1.5,68,55,55,50,50,42,Grass,Flying,False,False,Flying,,Gen-7,45,70,False,15,,False,320
723,Dartrix,0.7,16.0,78,75,75,70,70,52,Grass,Flying,False,False,Flying,,Gen-7,45,70,False,15,,False,420
724,Decidueye,1.6,36.6,78,107,75,100,100,70,Grass,Ghost,False,False,Flying,,Gen-7,45,70,False,15,,False,530
725,Litten,0.4,4.3,45,65,40,60,40,70,Fire,,False,False,Ground,,Gen-7,45,70,False,15,,False,320
726,Torracat,0.7,25.0,65,85,50,80,50,90,Fire,,False,False,Ground,,Gen-7,45,70,False,15,,False,420
727,Incineroar,1.8,83.0,95,115,90,80,90,60,Fire,Dark,False,False,Ground,,Gen-7,45,70,False,15,,False,530
728,Popplio,0.4,7.5,50,54,54,66,56,40,Water,,False,False,Water1,Ground,Gen-7,45,70,False,15,,False,320
729,Brionne,0.6,17.5,60,69,69,91,81,50,Water,,False,False,Water1,Ground,Gen-7,45,70,False,15,,False,420
730,Primarina,1.8,44.0,80,74,74,126,116,60,Water,Fairy,False,False,Water1,Ground,Gen-7,45,70,False,15,,False,530
731,Pikipek,0.3,1.2,35,75,30,30,30,65,Normal,Flying,False,False,Flying,,Gen-7,255,70,False,15,,False,265
732,Trumbeak,0.6,14.8,55,85,50,40,50,75,Normal,Flying,False,False,Flying,,Gen-7,120,70,False,15,,False,355
733,Toucannon,1.1,26.0,80,120,75,75,75,60,Normal,Flying,False,False,Flying,,Gen-7,45,70,False,15,,False,485
734,Yungoos,0.4,6.0,48,70,30,30,30,45,Normal,,False,False,Ground,,Gen-7,255,70,False,15,,False,253
735,Gumshoos,0.7,14.2,88,110,60,55,60,45,Normal,,False,False,Ground,,Gen-7,127,70,False,15,,False,418
736,Grubbin,0.4,4.4,47,62,45,55,45,46,Bug,,False,False,Bug,,Gen-7,255,70,False,15,,False,300
737,Charjabug,0.5,10.5,57,82,95,55,75,36,Bug,Electric,False,False,Bug,,Gen-7,120,70,False,15,,False,400
738,Vikavolt,1.5,45.0,77,70,90,145,75,43,Bug,Electric,False,False,Bug,,Gen-7,45,70,False,15,,False,500
739,Crabrawler,0.6,7.0,47,82,57,42,47,63,Fighting,,False,False,Water3,,Gen-7,225,70,False,20,,False,338
740,Crabominable,1.7,180.0,97,132,77,62,67,43,Fighting,Ice,False,False,Water3,,Gen-7,60,70,False,20,,False,478
741,Oricorio-baile,0.6,3.4,75,70,70,98,70,93,Fire,Flying,False,False,Flying,,Gen-7,45,70,False,20,,False,476
742,Cutiefly,0.1,0.2,40,45,40,55,40,84,Bug,Fairy,False,False,Bug,Fairy,Gen-7,190,70,False,20,,False,304
743,Ribombee,0.2,0.5,60,55,60,95,70,124,Bug,Fairy,False,False,Bug,Fairy,Gen-7,75,70,False,20,,False,464
744,Rockruff,0.5,9.2,45,65,40,30,40,60,Rock,,False,False,Ground,,Gen-7,190,70,False,15,,False,280
745,Lycanroc-midday,0.8,25.0,75,115,65,55,65,112,Rock,,False,False,Ground,,Gen-7,90,70,False,15,,False,487
746,Wishiwashi-solo,0.2,0.3,45,20,20,25,25,40,Water,,False,False,Water2,,Gen-7,60,70,False,15,,False,175
747,Mareanie,0.4,8.0,50,53,62,43,52,45,Poison,Water,False,False,Water1,,Gen-7,190,70,False,20,,False,305
748,Toxapex,0.7,14.5,50,63,152,53,142,35,Poison,Water,False,False,Water1,,Gen-7,75,70,False,20,,False,495
749,Mudbray,1.0,110.0,70,100,70,45,55,45,Ground,,False,False,Ground,,Gen-7,190,70,False,20,,False,385
750,Mudsdale,2.5,920.0,100,125,100,55,85,35,Ground,,False,False,Ground,,Gen-7,60,70,False,20,,False,500
751,Dewpider,0.3,4.0,38,40,52,40,72,27,Water,Bug,False,False,Water1,Bug,Gen-7,200,70,False,15,,False,269
752,Araquanid,1.8,82.0,68,70,92,50,132,42,Water,Bug,False,False,Water1,Bug,Gen-7,100,70,False,15,,False,454
753,Fomantis,0.3,1.5,40,55,35,50,35,35,Grass,,False,False,Plant,,Gen-7,190,70,False,20,,False,250
754,Lurantis,0.9,18.5,70,105,90,80,90,45,Grass,,False,False,Plant,,Gen-7,75,70,False,20,,False,480
755,Morelull,0.2,1.5,40,35,55,65,75,15,Grass,Fairy,False,False,Plant,,Gen-7,190,70,False,20,,False,285
756,Shiinotic,1.0,11.5,60,45,80,90,100,30,Grass,Fairy,False,False,Plant,,Gen-7,75,70,False,20,,False,405
757,Salandit,0.6,4.8,48,44,40,71,40,77,Poison,Fire,False,False,Monster,Dragon,Gen-7,120,70,False,20,,False,320
758,Salazzle,1.2,22.2,68,64,60,111,60,117,Poison,Fire,False,False,Monster,Dragon,Gen-7,45,70,False,20,,False,480
759,Stufful,0.5,6.8,70,75,50,45,50,50,Normal,Fighting,False,False,Ground,,Gen-7,140,70,False,15,,False,340
760,Bewear,2.1,135.0,120,125,80,55,60,60,Normal,Fighting,False,False,Ground,,Gen-7,70,70,False,15,,False,500
761,Bounsweet,0.3,3.2,42,30,38,30,38,32,Grass,,False,False,Plant,,Gen-7,235,70,False,20,,False,210
762,Steenee,0.7,8.2,52,40,48,40,48,62,Grass,,False,False,Plant,,Gen-7,120,70,False,20,,False,290
763,Tsareena,1.2,21.4,72,120,98,50,98,72,Grass,,False,False,Plant,,Gen-7,45,70,False,20,,False,510
764,Comfey,0.1,0.3,51,52,90,82,110,100,Fairy,,False,False,Plant,,Gen-7,60,70,False,20,,False,485
765,Oranguru,1.5,76.0,90,60,80,90,110,60,Normal,Psychic,False,False,Ground,,Gen-7,45,70,False,20,,False,490
766,Passimian,2.0,82.8,100,120,90,40,60,80,Fighting,,False,False,Ground,,Gen-7,45,70,False,20,,False,490
767,Wimpod,0.5,12.0,25,35,40,20,30,80,Bug,Water,False,False,Bug,Water3,Gen-7,90,70,False,20,,False,230
768,Golisopod,2.0,108.0,75,125,140,60,90,40,Bug,Water,False,False,Bug,Water3,Gen-7,45,70,False,20,,False,530
769,Sandygast,0.5,70.0,55,55,80,70,45,15,Ghost,Ground,False,False,Indeterminate,,Gen-7,140,70,False,15,,False,320
770,Palossand,1.3,250.0,85,75,110,100,75,35,Ghost,Ground,False,False,Indeterminate,,Gen-7,60,70,False,15,,False,480
771,Pyukumuku,0.3,1.2,55,60,130,30,130,5,Water,,False,False,Water1,,Gen-7,60,70,False,15,,False,410
772,Type-null,1.9,120.5,95,95,95,95,95,59,Normal,,True,False,No-eggs,,Gen-7,3,0,False,120,,False,534
773,Silvally,2.3,100.5,95,95,95,95,95,95,Normal,,True,False,No-eggs,,Gen-7,3,0,False,120,,False,570
774,Minior-red-meteor,0.3,40.0,60,60,100,60,100,60,Rock,Flying,False,False,Mineral,,Gen-7,30,70,False,25,,False,440
775,Komala,0.4,19.9,65,115,65,75,95,65,Normal,,False,False,Ground,,Gen-7,45,70,False,20,,False,480
776,Turtonator,2.0,212.0,60,78,135,91,85,36,Fire,Dragon,False,False,Monster,Dragon,Gen-7,70,70,False,20,,False,485
777,Togedemaru,0.3,3.3,65,98,63,40,73,96,Electric,Steel,False,False,Ground,Fairy,Gen-7,180,70,False,10,,False,435
778,Mimikyu-disguised,0.2,0.7,55,90,80,50,105,96,Ghost,Fairy,False,False,Indeterminate,,Gen-7,45,70,False,20,,False,476
779,Bruxish,0.9,19.0,68,105,70,70,70,92,Water,Psychic,False,False,Water2,,Gen-7,80,70,False,15,,False,475
780,Drampa,3.0,185.0,78,60,85,135,91,36,Normal,Dragon,False,False,Monster,Dragon,Gen-7,70,70,False,20,,False,485
781,Dhelmise,3.9,210.0,70,131,100,86,90,40,Ghost,Grass,False,False,Mineral,,Gen-7,25,70,False,25,,False,517
782,Jangmo-o,0.6,29.7,45,55,65,45,45,45,Dragon,,False,False,Dragon,,Gen-7,45,70,False,40,,False,300
783,Hakamo-o,1.2,47.0,55,75,90,65,70,65,Dragon,Fighting,False,False,Dragon,,Gen-7,45,70,False,40,,False,420
784,Kommo-o,1.6,78.2,75,110,125,100,105,85,Dragon,Fighting,False,False,Dragon,,Gen-7,45,70,False,40,,True,600
785,Tapu-koko,1.8,20.5,70,115,85,95,75,130,Electric,Fairy,True,False,No-eggs,,Gen-7,3,70,False,15,,False,570
786,Tapu-lele,1.2,18.6,70,85,75,130,115,95,Psychic,Fairy,True,False,No-eggs,,Gen-7,3,70,False,15,,False,570
787,Tapu-bulu,1.9,45.5,70,130,115,85,95,75,Grass,Fairy,True,False,No-eggs,,Gen-7,3,70,False,15,,False,570
788,Tapu-fini,1.3,21.2,70,75,115,95,130,85,Water,Fairy,True,False,No-eggs,,Gen-7,3,70,False,15,,False,570
789,Cosmog,0.2,0.1,43,29,31,29,31,37,Psychic,,True,False,No-eggs,,Gen-7,45,0,False,120,,False,200
790,Cosmoem,0.1,999.9,43,29,131,29,131,37,Psychic,,True,False,No-eggs,,Gen-7,45,0,False,120,,False,400
791,Solgaleo,3.4,230.0,137,137,107,113,89,97,Psychic,Steel,True,False,No-eggs,,Gen-7,45,0,False,120,,False,680
792,Lunala,4.0,120.0,137,113,89,137,107,97,Psychic,Ghost,True,False,No-eggs,,Gen-7,45,0,False,120,,False,680
793,Nihilego,1.2,55.5,109,53,47,127,131,103,Rock,Poison,False,False,No-eggs,,Gen-7,45,0,False,120,,False,570
794,Buzzwole,2.4,333.6,107,139,139,53,53,79,Bug,Fighting,False,False,No-eggs,,Gen-7,45,0,False,120,,False,570
795,Pheromosa,1.8,25.0,71,137,37,137,37,151,Bug,Fighting,False,False,No-eggs,,Gen-7,45,0,False,120,,False,570
796,Xurkitree,3.8,100.0,83,89,71,173,71,83,Electric,,False,False,No-eggs,,Gen-7,45,0,False,120,,False,570
797,Celesteela,9.2,999.9,97,101,103,107,101,61,Steel,Flying,False,False,No-eggs,,Gen-7,45,0,False,120,,False,570
798,Kartana,0.3,0.1,59,181,131,59,31,109,Grass,Steel,False,False,No-eggs,,Gen-7,45,0,False,120,,False,570
799,Guzzlord,5.5,888.0,223,101,53,97,53,43,Dark,Dragon,False,False,No-eggs,,Gen-7,45,0,False,120,,False,570
800,Necrozma,2.4,230.0,97,107,101,127,89,79,Psychic,,True,False,No-eggs,,Gen-7,255,0,False,120,,True,600
801,Magearna,1.0,80.5,80,95,115,130,115,65,Steel,Fairy,False,True,No-eggs,,Gen-7,3,0,False,120,,True,600
802,Marshadow,0.7,22.2,90,125,80,90,90,125,Fighting,Ghost,False,True,No-eggs,,Gen-7,3,0,False,120,,True,600
803,Poipole,0.6,1.8,67,73,67,73,67,73,Poison,,False,False,No-eggs,,Gen-7,45,0,False,120,,False,420
804,Naganadel,3.6,150.0,73,73,73,127,73,121,Poison,Dragon,False,False,No-eggs,,Gen-7,45,0,False,120,,False,540
805,Stakataka,5.5,820.0,61,131,211,53,101,13,Rock,Steel,False,False,No-eggs,,Gen-7,30,0,False,120,,False,570
806,Blacephalon,1.8,13.0,53,127,53,151,79,107,Fire,Ghost,False,False,No-eggs,,Gen-7,30,0,False,120,,False,570
807,Zeraora,1.5,44.5,88,112,75,102,80,143,Electric,,False,True,No-eggs,,Gen-7,3,0,False,120,,True,600
808,Meltan,0.2,8.0,46,65,65,55,35,34,Steel,,False,True,No-eggs,,Gen-7,3,0,False,120,,False,300
809,Melmetal,2.5,800.0,135,143,143,80,65,34,Steel,,False,True,No-eggs,,Gen-7,3,0,False,120,,True,600
810,Grookey,0.3,5.0,50,65,50,40,40,65,Grass,,False,False,Ground,Plant,Gen-8,45,50,False,20,,False,310
811,Thwackey,0.7,14.0,70,85,70,55,60,80,Grass,,False,False,Ground,Plant,Gen-8,45,50,False,20,,False,420
812,Rillaboom,2.1,90.0,100,125,90,60,70,85,Grass,,False,False,Ground,Plant,Gen-8,45,50,False,20,,False,530
813,Scorbunny,0.3,4.5,50,71,40,40,40,69,Fire,,False,False,Ground,Humanshape,Gen-8,45,50,False,20,,False,310
814,Raboot,0.6,9.0,65,86,60,55,60,94,Fire,,False,False,Ground,Humanshape,Gen-8,45,50,False,20,,False,420
815,Cinderace,1.4,33.0,80,116,75,65,75,119,Fire,,False,False,Ground,Humanshape,Gen-8,45,50,False,20,,False,530
816,Sobble,0.3,4.0,50,40,40,70,40,70,Water,,False,False,Water1,Ground,Gen-8,45,50,False,20,,False,310
817,Drizzile,0.7,11.5,65,60,55,95,55,90,Water,,False,False,Water1,Ground,Gen-8,45,50,False,20,,False,420
818,Inteleon,1.9,45.2,70,85,65,125,65,120,Water,,False,False,Water1,Ground,Gen-8,45,50,False,20,,False,530
819,Skwovet,0.3,2.5,70,55,55,35,35,25,Normal,,False,False,Ground,,Gen-8,255,50,False,20,,False,275
820,Greedent,0.6,6.0,120,95,95,55,75,20,Normal,,False,False,Ground,,Gen-8,90,50,False,20,,False,460
821,Rookidee,0.2,1.8,38,47,35,33,35,57,Flying,,False,False,Flying,,Gen-8,255,50,False,15,,False,245
822,Corvisquire,0.8,16.0,68,67,55,43,55,77,Flying,,False,False,Flying,,Gen-8,120,50,False,15,,False,365
823,Corviknight,2.2,75.0,98,87,105,53,85,67,Flying,Steel,False,False,Flying,,Gen-8,45,50,False,15,,False,495
824,Blipbug,0.4,8.0,25,20,20,25,45,45,Bug,,False,False,Bug,,Gen-8,255,50,False,15,,False,180
825,Dottler,0.4,19.5,50,35,80,50,90,30,Bug,Psychic,False,False,Bug,,Gen-8,120,50,False,15,,False,335
826,Orbeetle,0.4,40.8,60,45,110,80,120,90,Bug,Psychic,False,False,Bug,,Gen-8,45,50,False,15,,False,505
827,Nickit,0.6,8.9,40,28,28,47,52,50,Dark,,False,False,Ground,,Gen-8,255,50,False,15,,False,245
828,Thievul,1.2,19.9,70,58,58,87,92,90,Dark,,False,False,Ground,,Gen-8,127,50,False,15,,False,455
829,Gossifleur,0.4,2.2,40,40,60,40,60,10,Grass,,False,False,Plant,,Gen-8,190,50,False,20,,False,250
830,Eldegoss,0.5,2.5,60,50,90,80,120,60,Grass,,False,False,Plant,,Gen-8,75,50,False,20,,False,460
831,Wooloo,0.6,6.0,42,40,55,40,45,48,Normal,,False,False,Ground,,Gen-8,255,50,False,15,,False,270
832,Dubwool,1.3,43.0,72,80,100,60,90,88,Normal,,False,False,Ground,,Gen-8,127,50,False,15,,False,490
833,Chewtle,0.3,8.5,50,64,50,38,38,44,Water,,False,False,Monster,Water1,Gen-8,255,50,False,20,,False,284
834,Drednaw,1.0,115.5,90,115,90,48,68,74,Water,Rock,False,False,Monster,Water1,Gen-8,75,50,False,20,,False,485
835,Yamper,0.3,13.5,59,45,50,40,50,26,Electric,,False,False,Ground,,Gen-8,255,50,False,20,,False,270
836,Boltund,1.0,34.0,69,90,60,90,60,121,Electric,,False,False,Ground,,Gen-8,45,50,False,20,,False,490
837,Rolycoly,0.3,12.0,30,40,50,40,50,30,Rock,,False,False,Mineral,,Gen-8,255,50,False,15,,False,240
838,Carkol,1.1,78.0,80,60,90,60,70,50,Rock,Fire,False,False,Mineral,,Gen-8,120,50,False,15,,False,410
839,Coalossal,2.8,310.5,110,80,120,80,90,30,Rock,Fire,False,False,Mineral,,Gen-8,45,50,False,15,,False,510
840,Applin,0.2,0.5,40,40,80,40,40,20,Grass,Dragon,False,False,Plant,Dragon,Gen-8,255,50,False,20,,False,260
841,Flapple,0.3,1.0,70,110,80,95,60,70,Grass,Dragon,False,False,Plant,Dragon,Gen-8,45,50,False,20,,False,485
842,Appletun,0.4,13.0,110,85,80,100,80,30,Grass,Dragon,False,False,Plant,Dragon,Gen-8,45,50,False,20,,False,485
843,Silicobra,2.2,7.6,52,57,75,35,50,46,Ground,,False,False,Ground,Dragon,Gen-8,255,50,False,20,,False,315
844,Sandaconda,3.8,65.5,72,107,125,65,70,71,Ground,,False,False,Ground,Dragon,Gen-8,120,50,False,20,,False,510
845,Cramorant,0.8,18.0,70,85,55,85,95,85,Flying,Water,False,False,Water1,Flying,Gen-8,45,50,False,20,,False,475
846,Arrokuda,0.5,1.0,41,63,40,40,30,66,Water,,False,False,Water2,,Gen-8,255,50,False,20,,False,280
847,Barraskewda,1.3,30.0,61,123,60,60,50,136,Water,,False,False,Water2,,Gen-8,60,50,False,20,,False,490
848,Toxel,0.4,11.0,40,38,35,54,35,40,Electric,Poison,False,False,No-eggs,,Gen-8,75,50,True,25,,False,242
849,Toxtricity-amped,1.6,40.0,75,98,70,114,70,75,Electric,Poison,False,False,Humanshape,,Gen-8,45,50,False,25,,False,502
850,Sizzlipede,0.7,1.0,50,65,45,50,50,45,Fire,Bug,False,False,Bug,,Gen-8,190,50,False,20,,False,305
851,Centiskorch,3.0,120.0,100,115,65,90,90,65,Fire,Bug,False,False,Bug,,Gen-8,75,50,False,20,,False,525
852,Clobbopus,0.6,4.0,50,68,60,50,50,32,Fighting,,False,False,Water1,Humanshape,Gen-8,180,50,False,25,,False,310
853,Grapploct,1.6,39.0,80,118,90,70,80,42,Fighting,,False,False,Water1,Humanshape,Gen-8,45,50,False,25,,False,480
854,Sinistea,0.1,0.2,40,45,45,74,54,50,Ghost,,False,False,Mineral,Indeterminate,Gen-8,120,50,False,20,,False,308
855,Polteageist,0.2,0.4,60,65,65,134,114,70,Ghost,,False,False,Mineral,Indeterminate,Gen-8,60,50,False,20,,False,508
856,Hatenna,0.4,3.4,42,30,45,56,53,39,Psychic,,False,False,Fairy,,Gen-8,235,50,False,20,,False,265
857,Hattrem,0.6,4.8,57,40,65,86,73,49,Psychic,,False,False,Fairy,,Gen-8,120,50,False,20,,False,370
858,Hatterene,2.1,5.1,57,90,95,136,103,29,Psychic,Fairy,False,False,Fairy,,Gen-8,45,50,False,20,,False,510
